year,region,species_code,sex,sex_desc,iss,nss,nhls
1996,goa,21740,1,male,274.0811996001909,17698,572
1996,goa,21740,2,female,366.78100463155016,19555,576
1996,goa,21740,4,total_post,130.36477979359938,46668,653
1996,goa,21740,12,female_male,623.4217353758152,37253,630
1996,goa,30050,0,total_pre,763.8738806542075,3943,238
1996,goa,30050,1,male,471.6521028478162,1880,200
1996,goa,30050,2,female,478.59089280194615,2060,193
1996,goa,30050,4,total_post,763.8738058821444,3943,238
1996,goa,30050,12,female_male,950.1487181460832,3940,238
1996,goa,30060,0,total_pre,237.3794925090143,21564,315
1996,goa,30060,1,male,172.47184450112044,11191,283
1996,goa,30060,2,female,208.261008732724,10141,274
1996,goa,30060,4,total_post,237.37949128078526,21564,315
1996,goa,30060,12,female_male,388.5985890394538,21332,309
1996,goa,30152,0,total_pre,169.27625734957934,1478,105
1996,goa,30152,1,male,86.83269175758863,679,82
1996,goa,30152,2,female,112.0752983313736,799,74
1996,goa,30152,4,total_post,169.27627619228804,1478,105
1996,goa,30152,12,female_male,195.02702449287673,1478,105
1996,goa,30420,0,total_pre,197.1262895725851,4239,131
1996,goa,30420,1,male,139.14728905565082,2045,109
1996,goa,30420,2,female,100.78649049201522,2183,105
1996,goa,30420,4,total_post,197.12628973958803,4239,131
1996,goa,30420,12,female_male,206.3469751885175,4228,128
1996,wcgoa,10110,0,total_pre,4759.822286775634,41733,538
1996,wcgoa,10110,1,male,1548.2378107827815,12081,499
1996,wcgoa,10110,2,female,4027.301925833595,29638,530
1996,wcgoa,10110,4,total_post,4759.822343057999,41733,538
1996,wcgoa,10110,12,female_male,5369.425474674504,41719,538
1996,wcgoa,10130,0,total_pre,2545.998356445861,18633,333
1996,wcgoa,10130,1,male,1235.6870116595555,8612,298
1996,wcgoa,10130,2,female,1488.4495033937528,9677,312
1996,wcgoa,10130,4,total_post,2545.9983496213713,18633,333
1996,wcgoa,10130,12,female_male,2498.658971238016,18289,332
1996,wcgoa,10180,0,total_pre,949.3082677848168,3346,245
1996,wcgoa,10180,1,male,474.2817083721214,1881,174
1996,wcgoa,10180,2,female,542.9232777997885,1465,223
1996,wcgoa,10180,4,total_post,949.3083000904974,3346,245
1996,wcgoa,10180,12,female_male,946.9150745441502,3346,245
1996,wcgoa,10200,0,total_pre,1483.864469183759,7886,339
1996,wcgoa,10200,1,male,634.6493913151289,3429,237
1996,wcgoa,10200,2,female,1177.8841422940277,4450,319
1996,wcgoa,10200,4,total_post,1483.8645819159717,7886,339
1996,wcgoa,10200,12,female_male,1478.0835556312695,7879,339
1996,wcgoa,10261,0,total_pre,602.6354211004331,8537,195
1996,wcgoa,10261,1,male,303.38959411402107,3220,155
1996,wcgoa,10261,2,female,782.3763875868569,5310,185
1996,wcgoa,10261,4,total_post,602.6354271636749,8537,195
1996,wcgoa,10261,12,female_male,846.2543065810418,8530,194
1996,wcgoa,10262,0,total_pre,1587.8661429802644,8104,257
1996,wcgoa,10262,1,male,388.84383130751104,1815,159
1996,wcgoa,10262,2,female,1334.9035635258747,6278,251
1996,wcgoa,10262,4,total_post,1587.8662995952695,8104,257
1996,wcgoa,10262,12,female_male,1517.912311476596,8093,256
1996,wcgoa,20510,0,total_pre,421.88205749307144,3142,215
1996,wcgoa,20510,1,male,401.7477504291443,1920,191
1996,wcgoa,20510,2,female,210.11158442760947,1221,183
1996,wcgoa,20510,4,total_post,421.8820703641733,3142,215
1996,wcgoa,20510,12,female_male,564.8945311065511,3141,215
