year,species_code,sex,sex_desc,length,iss,nss,nhl
1990,10180,1,male,33,3.3584072207098057,3,3
1990,10180,1,male,34,1.56914602730185,3,2
1990,10180,1,male,35,2.8525741705768617,4,3
1990,10180,1,male,36,3.5585944473965285,6,6
1990,10180,1,male,37,2.0421750751660652,6,5
1990,10180,1,male,38,3.348814740327425,7,5
1990,10180,1,male,39,3.309900391556888,6,4
1990,10180,1,male,40,3.8168786463076882,8,7
1990,10180,1,male,41,2.5449923366082756,5,3
1990,10180,1,male,42,3.4658179133301896,5,4
1990,10180,1,male,43,2.9860811511133507,5,4
1990,10180,1,male,44,1.8877516682842097,3,3
1990,10180,1,male,45,1.5851218338722664,3,3
1990,10180,1,male,47,1.0338692764863482,1,1
1990,10180,1,male,48,1.6868887491317617,3,3
1990,10180,1,male,49,1.6519174041297937,1,1
1990,10180,1,male,51,1.0571514966320381,1,1
1990,10180,2,female,28,2.2840173783931097,2,1
1990,10180,2,female,29,0.9644456230169854,1,1
1990,10180,2,female,30,1.2492893601593718,1,1
1990,10180,2,female,31,1.1614237394419178,1,1
1990,10180,2,female,32,1.2338054320989018,2,2
1990,10180,2,female,33,2.6742097119480057,3,3
1990,10180,2,female,34,3.7700405074979173,5,4
1990,10180,2,female,35,2.148874176628169,3,3
1990,10180,2,female,36,1.9883049660884107,2,2
1990,10180,2,female,37,2.790198696158597,4,4
1990,10180,2,female,38,2.87915400404997,6,6
1990,10180,2,female,39,3.141007153652721,7,5
1990,10180,2,female,40,2.88892783949922,4,4
1990,10180,2,female,41,3.478334065175454,6,5
1990,10180,2,female,42,2.9828804634060155,4,4
1990,10180,2,female,43,3.2976637616085105,7,5
1990,10180,2,female,44,2.4172369682262627,4,4
1990,10180,2,female,45,3.4145187133614656,6,5
1990,10180,2,female,46,2.65877775575555,4,3
1990,10180,2,female,47,3.2275079578539123,7,7
1990,10180,2,female,48,3.729067919198897,6,5
1990,10180,2,female,49,3.0698751162441296,5,5
1990,10180,2,female,50,3.5099855162240994,8,7
1990,10180,2,female,51,3.581006822210506,6,6
1990,10180,2,female,52,3.3469326940610893,6,6
1990,10180,2,female,53,2.2576202750148973,4,4
1990,10180,2,female,54,2.103029716065381,3,3
1990,10180,2,female,55,1.7106763751206246,1,1
1990,10180,2,female,56,2.2383745700829727,3,3
1990,10180,2,female,63,1.8692628650904033,1,1
1990,10200,0,total,18,1.2405568111828051,1,1
1990,10200,0,total,19,1.5832322064398126,3,2
1990,10200,0,total,19,1.5832322064398126,3,1
1990,10200,0,total,20,1.5380991152832515,3,2
1990,10200,0,total,21,1.8280709681070026,5,2
1990,10200,0,total,21,1.8280709681070026,5,1
1990,10200,0,total,22,1.5256167884057659,3,1
1990,10200,0,total,22,1.5256167884057659,3,2
1990,10200,0,total,23,1.5982628049664376,4,1
1990,10200,0,total,23,1.5982628049664376,4,3
1990,10200,0,total,24,2.5502090793408048,5,3
1990,10200,0,total,24,2.5502090793408048,5,1
1990,10200,0,total,25,3.9298901688032304,5,3
1990,10200,0,total,25,3.9298901688032304,5,1
1990,10200,0,total,26,3.288357222782403,8,4
1990,10200,0,total,26,3.288357222782403,8,3
1990,10200,0,total,27,4.004080955895591,6,3
1990,10200,0,total,27,4.004080955895591,6,2
1990,10200,0,total,28,4.602280702042565,9,3
1990,10200,0,total,28,4.602280702042565,9,2
1990,10200,0,total,29,3.7000613051707476,5,2
1990,10200,0,total,29,3.7000613051707476,5,2
1990,10200,0,total,30,4.765964486918386,10,4
1990,10200,0,total,30,4.765964486918386,10,5
1990,10200,0,total,31,5.1082657889647765,11,6
1990,10200,0,total,31,5.1082657889647765,11,3
1990,10200,0,total,32,4.447499587272234,8,3
1990,10200,0,total,32,4.447499587272234,8,3
1990,10200,0,total,33,2.718034493823964,9,5
1990,10200,0,total,33,2.718034493823964,9,3
1990,10200,0,total,34,4.448617186315082,12,5
1990,10200,0,total,34,4.448617186315082,12,5
1990,10200,0,total,35,3.538178985027868,13,6
1990,10200,0,total,35,3.538178985027868,13,5
1990,10200,0,total,36,4.682037591037114,12,6
1990,10200,0,total,36,4.682037591037114,12,5
1990,10200,0,total,37,4.925616327854825,11,3
1990,10200,0,total,37,4.925616327854825,11,7
1990,10200,0,total,38,5.246612695109031,14,6
1990,10200,0,total,38,5.246612695109031,14,7
1990,10200,0,total,39,5.634738548133646,13,5
1990,10200,0,total,39,5.634738548133646,13,7
1990,10200,0,total,40,6.807877145479897,15,7
1990,10200,0,total,40,6.807877145479897,15,6
1990,10200,0,total,41,5.9552618808579565,11,3
1990,10200,0,total,41,5.9552618808579565,11,7
1990,10200,0,total,42,3.6857447056928923,11,3
1990,10200,0,total,42,3.6857447056928923,11,7
1990,10200,0,total,43,4.059333537526641,10,1
1990,10200,0,total,43,4.059333537526641,10,7
1990,10200,0,total,44,4.50903084170733,8,1
1990,10200,0,total,44,4.50903084170733,8,7
1990,10200,0,total,45,4.438280283905749,6,1
1990,10200,0,total,45,4.438280283905749,6,3
1990,10200,0,total,46,3.253862997567169,7,6
1990,10200,0,total,47,4.776275877824817,8,5
1990,10200,0,total,48,3.915881852029849,5,5
1990,10200,0,total,49,2.753777430787384,6,1
1990,10200,0,total,49,2.753777430787384,6,4
1990,10200,0,total,50,2.4315820521959166,3,3
1990,10200,0,total,51,1.8043058240748884,4,4
1990,10200,0,total,52,1.158568667095454,2,2
1990,10200,0,total,53,1.868641750364099,2,2
1990,10200,0,total,55,1.7296631084579783,2,2
1990,10200,1,male,18,1.2993172065629852,1,1
1990,10200,1,male,19,1.5200099582401236,2,2
1990,10200,1,male,20,1.4520813006099242,3,2
1990,10200,1,male,21,1.4486871132689205,3,2
1990,10200,1,male,22,1.4205010698959684,1,1
1990,10200,1,male,23,1.2967039959043023,1,1
1990,10200,1,male,24,2.8305899843556754,4,3
1990,10200,1,male,25,2.695910160811765,4,3
1990,10200,1,male,26,2.4918497312613583,5,4
1990,10200,1,male,27,3.2621179540070324,4,3
1990,10200,1,male,28,3.950109606231607,5,3
1990,10200,1,male,29,2.9033685397776523,3,2
1990,10200,1,male,30,2.8260924523512863,4,4
1990,10200,1,male,31,4.134249611386507,7,6
1990,10200,1,male,32,2.5690942313947236,4,3
1990,10200,1,male,33,3.181390946468278,6,5
1990,10200,1,male,34,3.062856842396252,6,5
1990,10200,1,male,35,2.959088495188945,7,6
1990,10200,1,male,36,3.6912798697403955,7,6
1990,10200,1,male,37,3.695139343214799,4,3
1990,10200,1,male,38,3.1482743255253958,7,6
1990,10200,1,male,39,3.8061632767091225,6,5
1990,10200,1,male,40,4.177557561036742,8,7
1990,10200,1,male,41,4.000240012498607,4,3
1990,10200,1,male,42,2.057746251942939,4,3
1990,10200,1,male,43,1.0516909476937115,1,1
1990,10200,1,male,44,1.2144204181319864,1,1
1990,10200,1,male,45,1.1665250088363728,1,1
1990,10200,1,male,49,1.1246469808607686,1,1
1990,10200,2,female,19,1.3677184327461676,1,1
1990,10200,2,female,21,1.584760469158553,2,1
1990,10200,2,female,22,1.3824051597937057,2,2
1990,10200,2,female,23,1.4703319364187897,3,3
1990,10200,2,female,24,1.1917673546842178,1,1
1990,10200,2,female,25,1.4661251622520817,1,1
1990,10200,2,female,26,2.9328922471071337,3,3
1990,10200,2,female,27,1.2262715401498574,2,2
1990,10200,2,female,28,3.615324164513484,4,2
1990,10200,2,female,29,2.4474348172992357,2,2
1990,10200,2,female,30,3.759253857297086,6,5
1990,10200,2,female,31,3.4877991685397625,4,3
1990,10200,2,female,32,3.9631937460771973,4,3
1990,10200,2,female,33,1.4117833188037896,3,3
1990,10200,2,female,34,3.6401591684728345,6,5
1990,10200,2,female,35,2.2331559491685233,6,5
1990,10200,2,female,36,3.500297872283302,5,5
1990,10200,2,female,37,3.8922800042877346,7,7
1990,10200,2,female,38,3.822954677229644,7,7
